#OK
#SQL= select x,y,z, np, log10(mass) from Bolshoi..FOF where snapnum=117  and  x between 0.0 and 46.0 and y between 70.0 and 105.0 and z between 164.0 and 205.0 order by mass desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1400 sec
#DATE 2013-01-04 16:08:49.939 CET
#QUERYTIME 1615 millisec
#COLUMN 1 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 2 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 5 name= JDBC_TYPE=8 JDBC_TYPENAME=float
x,y,z,np,
43.120853,72.71082,203.6298,119574,13.214435837657128
30.043598,100.11565,196.46364,77859,13.028107440366632
7.62782,71.90905,165.78307,42345,12.763600180742623
32.36833,89.62829,191.45778,33948,12.66761264608158
38.729336,87.461426,197.27483,30157,12.616186594515105
38.72545,86.37058,202.33463,27330,12.573437890752777
44.232826,70.252975,195.1785,26627,12.562120311329236
39.96808,87.037674,197.697,22529,12.489539452284072
45.575474,70.72983,197.4048,21030,12.459636712309322
25.88796,102.77209,170.0286,20430,12.447066522972353
44.252975,73.92588,195.1906,16366,12.350740187799033
25.193985,89.58956,190.06224,14582,12.30061504857305
44.83414,71.783966,195.73767,12917,12.247961002788166
7.016683,74.51734,166.57376,12755,12.242479301290922
39.314377,86.97302,199.51476,12316,12.227266946057714
30.43844,77.44752,190.83931,10712,12.166669858186001
30.481361,98.28978,197.05702,10702,12.166264286059302
8.78058,71.63697,165.2433,10538,12.159555181382007
25.26175,101.5322,170.38908,8884,12.085408332205466
29.762302,94.07061,202.83794,8585,12.070540270423189
10.502,87.36025,188.15309,8460,12.064169610719965
20.27824,77.01685,203.32254,8382,12.060146135055817
7.259436,73.69666,166.40483,8352,12.058589234670352
41.990788,85.15485,201.33112,8231,12.052251362955841
29.23688,98.88556,197.0621,8162,12.0485932981216
35.31328,104.70324,191.59998,7998,12.039778849823644
33.304184,101.122215,188.76685,7848,12.031557916789216
40.22594,81.99097,166.01297,7556,12.015091386773426
20.4054,89.66798,179.49753,7545,12.014457530097365
29.060564,94.99379,199.0836,7523,12.013191259031931
22.784277,87.393425,183.35196,7190,11.993527061443185
18.182053,78.42457,184.91653,6702,11.963002560670006
29.3053,104.491264,170.00082,6545,11.95270772203728
45.348713,86.01857,191.6278,6464,11.947299386876317
4.728818,81.31394,193.18584,6084,11.920987390477556
11.156896,88.13526,189.09337,5862,11.904844238710455
10.211353,86.24845,189.99101,5805,11.900600335490036
29.012592,101.63259,175.08603,5783,11.898951598339886
0.077219,87.97682,187.80446,5768,11.897823313194626
45.026928,75.46336,203.54753,5659,11.88953812831761
10.615819,88.12951,186.54207,5576,11.883121229364226
5.557092,75.13494,164.82243,5562,11.882029060682736
33.26146,102.948975,196.21577,5409,11.869914887275021
23.210556,86.87568,185.2454,5076,11.842319608927443
16.21907,88.46862,184.84923,5055,11.840519499093933
17.81035,89.705185,190.04219,5045,11.839659027401023
26.232702,98.25539,172.28339,5013,11.836896035345406
32.588722,102.46364,202.15894,4908,11.827702630300871
6.997533,76.60808,167.49852,4904,11.827348593195424
31.272284,101.60072,195.96657,4693,11.808248800971034
27.672157,99.987045,200.41396,4680,11.80704431129902
43.50355,81.08624,202.46071,4631,11.80247268411527
11.606956,88.49193,188.8534,4600,11.799556259417047
35.257057,81.628296,199.09056,4554,11.795190866996313
20.221203,89.679344,178.38646,4544,11.79423631248026
45.195873,83.89069,200.72464,4519,11.79184077559165
24.720634,88.385376,192.0498,4516,11.791552389905343
24.970318,104.99852,172.235,4510,11.790974398614763
21.901896,75.01068,197.8289,4507,11.790685482947106
4.751359,79.12558,188.63274,4495,11.789527848202072
31.012728,93.87503,198.81552,4480,11.788076417140147
