#OK
#SQL= select x,y,z, np, log10(mass) from Bolshoi..FOF where snapnum=117  and  x between 184.0 and 230.0 and y between 0.0 and 35.0 and z between 82.0 and 123.0 order by mass desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1400 sec
#DATE 2013-01-04 16:48:38.351 CET
#QUERYTIME 355 millisec
#COLUMN 1 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 2 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 5 name= JDBC_TYPE=8 JDBC_TYPENAME=float
x,y,z,np,
208.63844,4.980135,89.659805,19651,12.430183136550465
210.56544,24.360596,88.530014,18083,12.39406799988961
215.9727,10.075636,120.40376,17489,12.379562943950814
206.08649,6.313314,91.375725,16064,12.342651610391489
202.45525,10.291821,86.4114,14891,12.309721686757886
219.24889,34.3595,92.35096,13668,12.272503009067236
216.20006,12.045577,120.66012,13341,12.261985682656503
225.66046,29.574762,107.888855,10637,12.163617486448267
216.57314,8.403365,118.31882,10235,12.146887372156716
228.81673,28.219778,116.91415,9800,12.128024262907228
229.72763,33.792553,93.55127,9104,12.096030119527818
209.70299,11.640273,94.52139,8560,12.069272107588322
217.22905,0.384337,89.84576,7691,12.022782908949777
215.42488,29.037722,84.64146,7656,12.020800321079621
205.9097,7.974457,89.42076,7595,12.01732556065111
200.62973,1.219413,96.65476,7594,12.017267139630496
210.25354,20.516106,87.915665,7478,12.01058401044498
216.13834,21.44175,106.79201,7460,12.009535871616038
187.23618,5.975131,116.04322,7408,12.006500282179108
209.40765,9.657878,94.70554,7354,12.003322651313638
217.52791,2.992319,85.79116,7142,11.990618067188185
212.28076,9.055097,82.153786,7131,11.989948777412586
185.60081,0.970001,113.44383,6826,11.970964402497676
204.47429,10.043399,110.62963,6771,11.96745110133228
216.16803,8.365469,120.076935,6696,11.962613643114134
200.92564,15.636864,84.10217,6124,11.923833397316795
219.00697,5.466953,116.466415,5907,11.90816534973816
218.03061,1.300308,87.71357,5420,11.870797648790452
194.75912,15.90276,91.21626,5391,11.868467502562053
208.94135,31.22931,82.31586,5184,11.85146321684199
215.06409,27.662148,84.68346,5116,11.845728568936815
224.55032,22.505766,118.87408,5021,11.837588443406645
189.10907,1.461351,115.85897,5009,11.83654941690209
210.47244,10.685148,97.456696,4928,11.829469089653443
204.55974,20.553942,86.57896,4821,11.819935292530026
208.15521,30.07445,83.099686,4677,11.80676589418172
193.75795,8.393429,92.69251,4672,11.80630074247713
212.82085,34.545506,96.37038,4614,11.800875765603193
215.77689,22.13795,101.475975,4613,11.800781667295979
225.85878,8.68707,85.47891,4486,11.788657581044411
216.3509,31.974945,87.768394,4481,11.788173308636772
218.24953,6.744857,102.20872,4461,11.786230242110078
184.53046,24.010273,103.73345,4425,11.782711189224031
212.03137,22.629198,85.45643,4323,11.772583548380771
210.8519,4.307658,91.835594,4245,11.764675939513877
190.36372,12.699427,111.30462,4195,11.759530378530174
222.93982,29.336164,97.91799,4194,11.75942683101802
187.66444,23.274601,103.0688,4111,11.75074592161791
213.36946,25.749609,85.00095,4050,11.744253086920853
200.8335,10.985361,103.81834,3971,11.735697890390094
210.50003,0.061387,90.40137,3950,11.733395512501817
222.32205,29.06917,105.31441,3926,11.730748362562645
211.04836,21.121122,88.175735,3861,11.723498367444895
222.84332,33.021362,94.994804,3851,11.722371453144705
216.7122,21.620066,106.41496,3836,11.720676852393522
214.98364,29.996893,85.0252,3830,11.719997134619701
212.07597,31.65723,89.98093,3810,11.717722904095975
217.85277,1.177772,88.22317,3770,11.713139281952191
216.34296,2.192845,94.412445,3746,11.710366194771675
211.72937,22.19721,85.87146,3650,11.699090721256367
209.52084,32.175365,87.603905,3646,11.698614595445783
189.09648,1.139368,115.16441,3612,11.694545534853097
208.03258,30.778994,113.953674,3598,11.692859244453729
228.91815,28.353346,118.8824,3589,11.691771743179903
208.54352,33.364838,82.19934,3517,11.682970454261788
228.61627,26.098854,103.98102,3454,11.675120907361844
217.73715,34.514946,91.8304,3444,11.673861011032514
203.0861,2.205623,94.45053,3435,11.672724817419702
199.18094,22.61214,109.69421,3423,11.671205243778763
225.09648,34.42003,94.80377,3408,11.669297347313107
210.81522,6.426427,92.64338,3338,11.660284765570918
204.38225,10.017874,96.17193,3330,11.659242862067224
217.94392,23.73616,100.55095,3327,11.65885055472282
210.93153,7.5841,93.94789,3307,11.656232389281136
187.52837,5.628017,117.262665,3270,11.651345859890228
220.31581,24.674398,104.00841,3266,11.650814402711612
216.18796,30.950476,89.47006,3237,11.646940633582958
228.3424,7.670092,85.26618,3189,11.640452627578394
217.044,2.753357,87.446396,3186,11.640043943831147
219.19562,1.328527,86.09947,3162,11.636759634910334
