0 0 0 0 281
1 0 0 1 169
2 0 0 2 208
3 0 0 3 250
4 0 0 4 220
5 0 0 5 185
6 0 1 0 325
7 0 1 1 196
8 0 1 2 229
9 0 1 3 267
10 0 1 4 204
11 0 1 5 147
12 0 2 0 201
13 0 2 1 254
14 0 2 2 152
15 0 2 3 179
16 0 2 4 200
17 0 2 5 393
18 0 3 0 288
19 0 3 1 296
20 0 3 2 144
21 0 3 3 135
22 0 3 4 338
23 0 3 5 345
24 0 4 0 166
25 0 4 1 260
26 0 4 2 236
27 0 4 3 196
28 0 4 4 163
29 0 4 5 203
30 0 5 0 236
31 0 5 1 312
32 0 5 2 449
33 0 5 3 181
34 0 5 4 254
35 0 5 5 207
36 0 6 0 231
37 0 6 1 174
38 0 6 2 181
39 0 6 3 171
40 0 6 4 332
41 0 6 5 245
42 1 0 0 196
43 1 0 1 142
44 1 0 2 232
45 1 0 3 230
46 1 0 4 157
47 1 0 5 204
48 1 1 0 248
49 1 1 1 371
50 1 1 2 329
51 1 1 3 248
52 1 1 4 124
53 1 1 5 153
54 1 2 0 131
55 1 2 1 247
56 1 2 2 245
57 1 2 3 124
58 1 2 4 220
59 1 2 5 203
60 1 3 0 187
61 1 3 1 195
62 1 3 2 153
63 1 3 3 187
64 1 3 4 225
65 1 3 5 287
66 1 4 0 238
67 1 4 1 252
68 1 4 2 368
69 1 4 3 150
70 1 4 4 118
71 1 4 5 143
72 1 5 0 294
73 1 5 1 266
74 1 5 2 262
75 1 5 3 195
76 1 5 4 187
77 1 5 5 361
78 1 6 0 148
79 1 6 1 199
80 1 6 2 125
81 1 6 3 219
82 1 6 4 330
83 1 6 5 174
84 2 0 0 435
85 2 0 1 212
86 2 0 2 151
87 2 0 3 132
88 2 0 4 258
89 2 0 5 308
90 2 1 0 367
91 2 1 1 213
92 2 1 2 276
93 2 1 3 215
94 2 1 4 272
95 2 1 5 205
96 2 2 0 338
97 2 2 1 118
98 2 2 2 164
99 2 2 3 257
100 2 2 4 241
101 2 2 5 237
102 2 3 0 145
103 2 3 1 192
104 2 3 2 287
105 2 3 3 324
106 2 3 4 143
107 2 3 5 224
108 2 4 0 165
109 2 4 1 232
110 2 4 2 186
111 2 4 3 135
112 2 4 4 60
113 2 4 5 80
114 2 5 0 113
115 2 5 1 161
116 2 5 2 206
117 2 5 3 245
118 2 5 4 336
119 2 5 5 154
120 2 6 0 145
121 2 6 1 219
122 2 6 2 115
123 2 6 3 167
124 2 6 4 190
125 2 6 5 139
126 3 0 0 318
127 3 0 1 313
128 3 0 2 275
129 3 0 3 179
130 3 0 4 292
131 3 0 5 151
132 3 1 0 209
133 3 1 1 297
134 3 1 2 295
135 3 1 3 163
136 3 1 4 199
137 3 1 5 149
138 3 2 0 233
139 3 2 1 169
140 3 2 2 146
141 3 2 3 295
142 3 2 4 243
143 3 2 5 257
144 3 3 0 246
145 3 3 1 89
146 3 3 2 160
147 3 3 3 186
148 3 3 4 318
149 3 3 5 254
150 3 4 0 120
151 3 4 1 107
152 3 4 2 113
153 3 4 3 118
154 3 4 4 268
155 3 4 5 160
156 3 5 0 148
157 3 5 1 192
158 3 5 2 274
159 3 5 3 271
160 3 5 4 272
161 3 5 5 147
162 3 6 0 237
163 3 6 1 209
164 3 6 2 251
165 3 6 3 246
166 3 6 4 270
167 3 6 5 184
168 4 0 0 146
169 4 0 1 185
170 4 0 2 181
171 4 0 3 216
172 4 0 4 238
173 4 0 5 216
174 4 1 0 246
175 4 1 1 331
176 4 1 2 157
177 4 1 3 277
178 4 1 4 250
179 4 1 5 291
180 4 2 0 211
181 4 2 1 213
182 4 2 2 256
183 4 2 3 221
184 4 2 4 353
185 4 2 5 251
186 4 3 0 229
187 4 3 1 336
188 4 3 2 209
189 4 3 3 273
190 4 3 4 328
191 4 3 5 296
192 4 4 0 190
193 4 4 1 316
194 4 4 2 207
195 4 4 3 228
196 4 4 4 369
197 4 4 5 337
198 4 5 0 111
199 4 5 1 189
200 4 5 2 170
201 4 5 3 206
202 4 5 4 173
203 4 5 5 144
204 4 6 0 248
205 4 6 1 190
206 4 6 2 248
207 4 6 3 239
208 4 6 4 170
209 4 6 5 180
