0 0 0 0 13377
1 0 0 1 8840
2 0 0 2 11339
3 0 0 3 11328
4 0 0 4 11044
5 0 0 5 9800
6 0 1 0 14326
7 0 1 1 10192
8 0 1 2 11607
9 0 1 3 13283
10 0 1 4 10898
11 0 1 5 10084
12 0 2 0 9930
13 0 2 1 12670
14 0 2 2 8302
15 0 2 3 8981
16 0 2 4 10725
17 0 2 5 14762
18 0 3 0 12421
19 0 3 1 13183
20 0 3 2 8718
21 0 3 3 8196
22 0 3 4 13996
23 0 3 5 13914
24 0 4 0 8385
25 0 4 1 12650
26 0 4 2 12295
27 0 4 3 10868
28 0 4 4 9454
29 0 4 5 10878
30 0 5 0 11788
31 0 5 1 13929
32 0 5 2 16851
33 0 5 3 10025
34 0 5 4 12004
35 0 5 5 11278
36 0 6 0 12474
37 0 6 1 9625
38 0 6 2 10247
39 0 6 3 9729
40 0 6 4 14162
41 0 6 5 11889
42 1 0 0 10675
43 1 0 1 8988
44 1 0 2 11306
45 1 0 3 11958
46 1 0 4 9125
47 1 0 5 10725
48 1 1 0 11782
49 1 1 1 14730
50 1 1 2 14824
51 1 1 3 11950
52 1 1 4 8670
53 1 1 5 8546
54 1 2 0 8393
55 1 2 1 12211
56 1 2 2 11934
57 1 2 3 8094
58 1 2 4 11444
59 1 2 5 10725
60 1 3 0 9970
61 1 3 1 10483
62 1 3 2 8069
63 1 3 3 9665
64 1 3 4 11305
65 1 3 5 13491
66 1 4 0 11948
67 1 4 1 12520
68 1 4 2 15422
69 1 4 3 8685
70 1 4 4 7810
71 1 4 5 9012
72 1 5 0 12851
73 1 5 1 13194
74 1 5 2 12079
75 1 5 3 9557
76 1 5 4 11343
77 1 5 5 14706
78 1 6 0 8401
79 1 6 1 10828
80 1 6 2 7296
81 1 6 3 10724
82 1 6 4 14125
83 1 6 5 9479
84 2 0 0 16387
85 2 0 1 11107
86 2 0 2 8702
87 2 0 3 8109
88 2 0 4 11862
89 2 0 5 13349
90 2 1 0 14872
91 2 1 1 11122
92 2 1 2 12638
93 2 1 3 10500
94 2 1 4 11427
95 2 1 5 10105
96 2 2 0 13625
97 2 2 1 7473
98 2 2 2 9241
99 2 2 3 12815
100 2 2 4 11306
101 2 2 5 11791
102 2 3 0 8829
103 2 3 1 11000
104 2 3 2 12235
105 2 3 3 13428
106 2 3 4 8458
107 2 3 5 10923
108 2 4 0 9588
109 2 4 1 12062
110 2 4 2 9635
111 2 4 3 8847
112 2 4 4 5335
113 2 4 5 6019
114 2 5 0 8475
115 2 5 1 9172
116 2 5 2 10403
117 2 5 3 11704
118 2 5 4 14226
119 2 5 5 9222
120 2 6 0 8600
121 2 6 1 11375
122 2 6 2 7735
123 2 6 3 8801
124 2 6 4 11325
125 2 6 5 8133
126 3 0 0 13393
127 3 0 1 13791
128 3 0 2 12728
129 3 0 3 10090
130 3 0 4 12100
131 3 0 5 8884
132 3 1 0 10845
133 3 1 1 12409
134 3 1 2 13230
135 3 1 3 8945
136 3 1 4 10133
137 3 1 5 8785
138 3 2 0 12064
139 3 2 1 9475
140 3 2 2 7713
141 3 2 3 12928
142 3 2 4 12194
143 3 2 5 11809
144 3 3 0 11493
145 3 3 1 6707
146 3 3 2 9838
147 3 3 3 9605
148 3 3 4 14417
149 3 3 5 12515
150 3 4 0 8164
151 3 4 1 7219
152 3 4 2 6892
153 3 4 3 7613
154 3 4 4 13161
155 3 4 5 9340
156 3 5 0 8578
157 3 5 1 10122
158 3 5 2 13430
159 3 5 3 12108
160 3 5 4 13036
161 3 5 5 9244
162 3 6 0 11392
163 3 6 1 11122
164 3 6 2 12360
165 3 6 3 12170
166 3 6 4 12946
167 3 6 5 9990
168 4 0 0 9139
169 4 0 1 10742
170 4 0 2 9625
171 4 0 3 11177
172 4 0 4 11632
173 4 0 5 10631
174 4 1 0 12028
175 4 1 1 14318
176 4 1 2 9581
177 4 1 3 13758
178 4 1 4 11658
179 4 1 5 12998
180 4 2 0 11302
181 4 2 1 10864
182 4 2 2 12167
183 4 2 3 11246
184 4 2 4 15916
185 4 2 5 12452
186 4 3 0 10814
187 4 3 1 13772
188 4 3 2 10909
189 4 3 3 11609
190 4 3 4 14761
191 4 3 5 12920
192 4 4 0 9826
193 4 4 1 12999
194 4 4 2 10457
195 4 4 3 10502
196 4 4 4 16076
197 4 4 5 14052
198 4 5 0 7256
199 4 5 1 10808
200 4 5 2 10169
201 4 5 3 10733
202 4 5 4 9303
203 4 5 5 9164
204 4 6 0 11598
205 4 6 1 11090
206 4 6 2 12532
207 4 6 3 11267
208 4 6 4 10020
209 4 6 5 10528
