#OK
#SQL= select x,y,z, np, log10(mass) from Bolshoi..FOF where snapnum=117  and  x between 138.0 and 184.0 and y between 35.0 and 70.0 and z between 41.0 and 82.0 order by mass desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1400 sec
#DATE 2013-01-04 16:39:25.240 CET
#QUERYTIME 265 millisec
#COLUMN 1 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 2 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 5 name= JDBC_TYPE=8 JDBC_TYPENAME=float
x,y,z,np,
138.55049,44.23711,44.91102,22769,12.494142060784812
183.23923,53.443462,76.61612,21584,12.470930636651502
176.84862,46.797836,53.07561,17667,12.38396069116228
178.33344,51.646114,45.826935,16845,12.363269676843744
181.58505,58.119408,46.116302,16754,12.360917042870804
174.41246,51.01682,72.8845,16280,12.348452844819683
173.19476,68.61426,58.64105,15686,12.33231119020336
181.72758,69.741104,51.945347,15662,12.331645906829173
172.36313,51.21599,58.48045,14748,12.305531939625347
143.15958,43.374012,41.80917,13399,12.263870309391816
182.0665,52.263042,56.751247,11796,12.208532736280699
179.87479,66.65903,81.5935,10807,12.170502271003555
176.32922,49.156605,52.591965,10668,12.16488200243552
183.75891,51.18634,58.731514,10614,12.16267790079983
179.7289,50.05641,50.14291,10327,12.150771796487218
167.61407,38.005955,61.853966,9893,12.132125167877629
174.00484,53.129047,71.60566,9874,12.131291367866973
162.7381,64.304085,75.89072,9770,12.126692981240014
176.44241,59.249443,46.45515,9039,12.092917055139448
174.2507,50.152203,75.06274,9022,12.092099260069233
179.4565,49.614567,50.43613,8768,12.079698449837602
141.39554,63.42482,42.475914,8652,12.073916192763729
171.43756,37.03032,63.73177,8584,12.070488538629366
176.67397,47.716454,53.11888,8536,12.068052211161726
169.32164,47.890877,61.651627,8477,12.065041671983273
182.81636,44.720512,70.8365,8042,12.042161873548515
171.73088,39.72448,74.85544,7993,12.039509293126379
171.56834,36.55209,59.91151,7824,12.030227205383516
164.31801,66.95256,42.228046,7650,12.020460726740094
175.8335,65.57358,71.15872,7534,12.013822746949465
173.48517,50.20758,55.885365,7525,12.013304999059104
177.3166,46.87543,52.27083,7430,12.007786184084654
156.3612,53.66538,42.434998,7319,12.001248959809907
175.31233,42.86887,53.297447,7185,11.993224976440638
183.3501,54.175507,50.200123,7153,11.991286327110446
178.12639,64.5878,74.00198,6914,11.976527409240916
174.21362,49.8134,75.7748,6908,11.976150451996455
138.39378,68.41057,41.909077,6568,11.954231404206
178.49158,69.982735,77.85129,6431,11.945076461239683
143.52216,44.385098,43.012985,6213,11.930099479230758
183.18504,40.81064,79.39334,6191,11.928559204885724
163.68703,67.4257,62.799564,6103,11.922341326096086
139.31213,50.91305,50.024002,6075,11.92034458531793
182.97859,65.68686,53.142334,6062,11.919413884482406
176.32944,62.32141,60.570187,6054,11.918840458723995
172.55566,52.45148,42.93872,6027,11.916899589601877
174.39409,50.743034,74.44285,5978,11.913353878320526
166.89978,35.639175,60.309124,5977,11.913281252180562
182.76886,45.770668,79.082855,5867,11.905214436901296
168.30841,48.571697,56.405396,5813,11.901198305050839
175.84029,47.06007,78.54103,5723,11.894421851734272
178.88266,68.62699,78.11521,5717,11.893966369404144
182.76819,68.29656,52.51016,5717,11.893966369404144
174.82518,37.70736,45.89705,5557,11.881638552784977
148.35931,69.09672,52.84415,5405,11.869593692726603
180.73317,68.774605,50.80255,5322,11.862872850080723
143.36429,67.43813,42.77318,5158,11.849279341351235
179.73376,67.4895,80.57173,5148,11.848436673669235
169.27924,58.64128,65.54439,5131,11.847000436204127
161.23943,42.151684,72.30364,5065,11.841377613142145
174.67702,44.819862,58.70554,5052,11.840261701009995
159.98724,68.2473,69.99804,4947,11.831140017613382
175.75284,47.124996,79.349754,4911,11.827967947709546
181.04135,49.421394,55.934338,4868,11.824148606925132
174.10725,51.52027,56.669308,4852,11.822719096376668
143.16655,66.72223,42.5783,4849,11.82245055190788
180.68803,48.640026,80.73275,4831,11.820835014669665
173.4159,50.868027,76.71627,4788,11.81695218615956
176.60126,48.29274,53.158325,4786,11.816770767092324
173.056,52.088795,45.062885,4771,11.815407724823755
171.5918,48.94178,55.170895,4735,11.812118195979457
138.56094,65.801506,42.468147,4716,11.81037164480017
183.46382,66.68161,54.093636,4666,11.80574273001513
175.30473,59.64877,60.65319,4608,11.80031077953976
175.70135,65.7245,64.60786,4580,11.797663569145483
175.10345,65.806946,43.470673,4533,11.793183896472982
175.68489,44.91238,60.048676,4489,11.788947848482506
159.35916,64.625305,52.031746,4470,11.787105382032461
168.13448,64.53538,43.440956,4464,11.786522135893351
173.75119,42.11054,71.56878,4456,11.785743300543176
171.58409,52.960606,62.88145,4413,11.781532073087781
183.20897,66.71198,53.49412,4407,11.78094128878195
175.23929,49.61159,54.381813,4383,11.778569418515772
181.78453,53.138275,57.27137,4287,11.768951690778602
147.6341,35.700024,46.846073,4265,11.766716912217907
143.43529,68.08966,42.93385,4260,11.766207530978452
179.15636,57.12482,49.52912,4216,11.761698601436402
174.85825,38.80229,46.668716,4211,11.76118334592744
170.44429,53.016262,59.909664,4197,11.759737350027274
140.0474,52.447304,75.07255,4193,11.759323308349744
166.8134,55.50214,58.217525,4164,11.756308919414412
167.39282,35.688183,57.968746,4151,11.754951170219009
141.5148,55.38781,45.155884,4138,11.753588409980718
141.60182,57.006615,44.52274,4053,11.744574591522696
171.70226,38.971954,65.37388,4050,11.744253086920853
175.98325,55.12766,77.23117,4022,11.74123988003294
174.28906,48.83252,77.571236,3987,11.737444721939962
162.68347,64.200424,52.070526,3952,11.733615291942005
178.26695,58.204185,49.11049,3889,11.726635935969073
183.66374,66.76691,55.046555,3884,11.72607732818788
181.15382,50.105873,55.85367,3866,11.724060300110738
177.00052,69.20305,74.84213,3864,11.723835603535639
176.53247,60.376324,45.186005,3851,11.722371453144705
179.8688,67.857315,48.8749,3823,11.719202810808836
177.1492,56.809032,76.37491,3790,11.715437551086527
179.53139,69.98886,55.702106,3762,11.712216867190271
176.32697,46.941376,60.88361,3760,11.71198595705684
138.54094,67.89371,41.53522,3760,11.71198595705684
171.71599,37.864742,64.13922,3732,11.708739506040367
178.44505,56.24007,49.969204,3689,11.703706555922544
143.14676,37.920006,73.75251,3657,11.699923539442883
176.09996,62.462486,74.06444,3655,11.699685145413865
170.05266,36.57794,57.86582,3620,11.695507074857876
170.76514,37.481834,68.951454,3615,11.694906900556118
182.2218,52.65492,80.98165,3566,11.688979247935244
182.98865,42.86338,52.330994,3528,11.684326421016706
174.95892,38.32761,46.2472,3524,11.683833821183152
160.4328,68.76949,43.274403,3483,11.678751389072954
171.34946,52.555122,69.22835,3476,11.677877848819625
181.02983,57.383385,45.9961,3459,11.675749007151369
140.8642,64.272675,65.71018,3443,11.673734910636213
170.9373,56.49844,62.697758,3430,11.672092325424922
