#OK
#SQL= select x,y,z, np, log10(mass) from Bolshoi..FOF where snapnum=117  and  x between 0.0 and 46.0 and y between 210.0 and 245.0 and z between 82.0 and 123.0 order by mass desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1400 sec
#DATE 2013-01-04 16:14:25.998 CET
#QUERYTIME 777 millisec
#COLUMN 1 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 2 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 5 name= JDBC_TYPE=8 JDBC_TYPENAME=float
x,y,z,np,
14.842377,240.02176,107.55531,31118,12.629810063374633
38.364002,223.50455,115.107834,27141,12.570423847800775
3.624324,214.29135,85.368256,15596,12.329810619038637
14.334344,217.35072,96.10342,15579,12.329336863264162
1.486051,220.12592,101.52421,12498,12.233638187624509
36.769867,224.87813,113.110756,12364,12.228956975890444
45.796932,211.21176,82.138885,11520,12.198250094027909
3.493344,216.2013,85.510315,11072,12.181025673140075
17.68063,231.9096,116.376884,10712,12.166669858186001
5.729562,244.4685,120.48215,10454,12.15607946395392
33.34745,228.91783,120.26975,9667,12.122091325907093
21.551235,243.5811,122.07009,9332,12.106772057930328
7.051967,243.76965,120.45431,9134,12.097458632445054
13.670319,213.162,101.12341,9059,12.09387673559576
1.589942,219.49707,104.76371,8591,12.070842891650189
11.447033,211.06833,102.575455,7673,12.021763835740511
16.371077,238.03636,96.432014,7573,12.016067636424653
24.255543,222.79948,113.7925,7562,12.015435204030215
15.067914,235.32336,103.6069,7442,12.008489467455453
1.553167,210.3268,83.23848,7155,11.991407721155737
45.619614,227.08705,104.98286,7094,11.987689485699006
45.5961,221.51083,94.028824,7090,11.987444604516083
45.39802,222.42293,89.46643,7087,11.987260376698051
1.900132,222.1235,87.533325,6911,11.976338971517421
15.038053,218.99463,95.59312,6740,11.965458050793531
6.606444,244.99283,120.707855,5905,11.90801830395303
30.649529,220.79573,114.28541,5870,11.905436432749376
11.16258,213.2357,102.64669,5688,11.891757618967478
14.874865,234.7917,107.70349,5643,11.888308126245953
37.780422,226.3671,116.07103,5555,11.881482243776272
3.07759,222.14775,96.52501,5401,11.86927222199554
3.296303,230.29376,103.205215,5400,11.869191797885424
45.73091,222.20853,95.37074,5264,11.85811413478882
1.85665,222.21382,88.21317,5263,11.858031617414957
0.486638,222.98068,100.018166,5148,11.848436673669235
16.296572,236.96158,99.77351,5140,11.847761400722982
5.08923,218.08333,109.719734,5070,11.841806035178562
27.857624,242.22084,122.26226,4879,11.825128681041523
36.1878,226.10991,88.35974,4791,11.817224151065647
17.427877,232.7762,119.628784,4737,11.812301568613723
17.037317,223.61174,99.04863,4669,11.806021848111866
37.162636,230.97554,94.99403,4619,11.80134608646726
44.094196,228.71017,82.78945,4552,11.795000123863836
15.115089,232.1306,103.28914,4388,11.77906446579424
21.236986,239.53526,92.57163,4376,11.777875393439794
44.901287,219.33774,99.55188,4341,11.774387768023697
44.98568,222.22954,94.75281,4332,11.773486595125886
22.794392,227.15611,116.70712,4306,11.77087190815104
45.184532,228.60266,108.71019,4277,11.767937616747144
11.839444,243.84329,87.03331,4214,11.76149256272583
33.46766,228.53598,119.33297,4165,11.756413212906077
13.896657,213.91241,100.16522,4125,11.752222115437032
5.838295,240.74704,87.58573,3988,11.73755361877115
14.931001,238.94424,103.88352,3955,11.733944792091597
42.642937,222.1456,95.61537,3948,11.733175595477308
18.250189,233.33281,90.73027,3924,11.730527100644421
1.281228,218.40622,85.37524,3921,11.730195022747141
42.164455,223.38657,88.30248,3899,11.727751027263935
39.432682,242.41933,88.45759,3893,11.72708232678893
24.256298,225.71568,115.13845,3854,11.722709592044273
30.382418,231.2331,119.56,3837,11.720790008265718
1.494148,221.13008,104.063095,3774,11.713599728170719
17.499397,220.44437,98.22682,3755,11.711408171679352
3.781602,243.90225,121.100174,3729,11.70839030884303
16.293303,221.76987,94.02143,3713,11.706523194917823
44.437,230.12741,107.42115,3700,11.705000237231259
22.551165,244.03362,121.71778,3684,11.703117614230441
6.224494,238.8371,85.96916,3637,11.697541428570553
15.158834,239.74048,104.30176,3570,11.689466020148618
3.116835,234.19846,94.7957,3512,11.682352689958675
1.60398,210.79306,83.51949,3432,11.672345414613554
0.902264,217.25899,103.292496,3418,11.67057053323064
40.668243,227.98709,120.848755,3408,11.669297347313107
13.652812,238.77036,92.07409,3337,11.660154660357563
24.171837,231.48259,118.99385,3317,11.65754342931095
14.791045,235.157,107.22613,3229,11.645866147240557
10.538224,218.85136,114.75912,3200,11.641947820448198
1.185305,221.24907,102.974205,3149,11.634970742258322
2.972042,216.13454,85.92938,3143,11.634142592401586
37.977,222.8981,114.875946,3134,11.632897432230259
45.478928,221.95572,94.52793,3125,11.631648691808731
13.629797,237.6998,99.477554,3067,11.62351184637761
42.41957,227.7618,96.83347,3043,11.620099603135248
19.988289,210.07358,121.90779,2973,11.609993311894678
33.89873,228.5942,119.97276,2902,11.599495513339782
43.885395,228.49384,84.280205,2863,11.593619400083757
