-9.500000000000000000e+00 2.415932918207901736e-01 2.319252121518798893e-01
1.054166666666666714e+02 1.312392455677736380e-01 1.513996726027553863e-01
2.203333333333333428e+02 7.076218337676380699e-02 1.040253582635973922e-01
3.352500000000000000e+02 4.769032990318414905e-02 1.101482680525654595e-01
4.501666666666666856e+02 6.294939817350612976e-02 9.487061470499806581e-02
5.650833333333333712e+02 -1.433110456768442974e-02 6.897816827851595278e-02
6.800000000000000000e+02 -3.577349412052155397e-02 6.132438428651195567e-02
7.949166666666667425e+02 -3.348864284178997008e-02 6.753727340044943239e-02
9.098333333333333712e+02 -2.952099343946963314e-02 7.911664612854800438e-02
1.024750000000000000e+03 -8.448207583670958032e-02 1.055188944086816322e-01
1.139666666666666742e+03 -6.034550309151071740e-02 1.359055248084256873e-01
1.254583333333333485e+03 -1.533050837666896093e-01 1.641535653886390111e-01
1.369500000000000000e+03 -1.298160020932741798e-01 1.298872309918693291e-01
