10.900 12.200 0.200 16.671
10.900 12.600 0.200 17.360
10.900 12.300 0.200 17.687
10.900 12.800 0.200 17.921
10.900 11.700 0.200 17.954
10.800 11.200 0.200 18.286
11.100 11.300 0.800 18.568
10.900 11.300 0.300 19.661
10.900 12.900 0.200 20.774
11.000 12.000 0.300 21.337
10.900 12.700 0.200 21.401
10.900 12.100 0.200 21.404
11.100 11.500 0.500 21.736
10.900 13.000 0.200 22.398
10.900 11.900 0.200 22.423
10.900 12.000 0.200 22.560
10.800 11.400 0.200 23.759
10.900 12.400 0.200 23.874
10.600 11.300 0.100 24.377
11.100 11.900 0.400 24.747
11.200 11.400 1.000 25.337
10.700 11.000 0.200 25.443
11.100 11.400 0.600 25.636
10.900 12.500 0.200 25.836
11.000 11.700 0.300 25.897
11.000 11.800 0.300 25.942
11.200 11.700 0.600 26.539
10.800 11.300 0.200 26.752
11.200 12.900 0.500 26.943
11.000 11.900 0.300 27.126
11.100 11.800 0.400 27.462
10.600 11.500 0.100 27.719
11.200 12.300 0.500 28.879
10.600 11.400 0.100 28.893
11.300 12.200 0.700 28.982
11.200 12.100 0.500 29.268
11.200 11.500 0.800 29.521
10.700 10.800 0.500 29.567
11.000 11.400 0.400 29.705
11.000 11.200 0.600 29.841
11.200 12.800 0.500 29.933
11.000 11.600 0.300 29.982
11.300 11.700 0.900 30.062
11.200 12.600 0.500 30.140
11.300 12.000 0.700 30.250
11.200 12.500 0.500 30.291
11.300 11.600 1.000 30.847
11.200 11.600 0.700 30.945
11.100 11.300 0.700 31.005
11.200 11.500 0.700 31.616
11.200 12.400 0.500 31.722
10.900 11.000 0.800 31.902
10.800 11.000 0.400 32.345
11.100 11.700 0.400 33.209
11.200 11.400 0.900 33.974
11.200 13.000 0.500 34.576
10.800 10.900 0.600 34.866
11.300 11.800 0.800 35.047
11.200 12.200 0.500 35.472
10.900 11.800 0.200 35.703
10.500 11.000 0.100 35.793
11.200 11.900 0.500 36.327
11.300 12.100 0.700 36.639
11.200 12.700 0.500 36.725
10.500 10.900 0.100 36.790
10.600 11.600 0.100 37.610
11.200 11.800 0.500 37.782
10.600 11.700 0.100 38.516
10.900 11.100 0.500 38.645
10.300 10.500 0.100 39.510
11.200 12.000 0.500 39.712
11.300 12.300 0.700 40.551
11.200 11.600 0.600 41.186
10.900 11.000 0.900 41.248
11.000 11.100 1.000 42.285
11.400 12.100 1.000 43.154
11.400 12.200 0.900 43.517
11.300 11.900 0.800 43.889
10.500 10.600 0.300 44.062
11.400 12.000 1.000 44.228
11.400 12.300 0.900 44.756
10.600 11.200 0.100 45.896
10.600 10.700 0.400 47.529
11.400 13.000 0.900 48.240
11.300 11.900 0.700 50.452
10.400 10.700 0.100 51.126
11.400 12.400 0.900 51.380
10.600 10.800 0.200 52.006
11.400 12.700 0.900 53.905
11.400 12.800 0.900 54.120
11.400 12.500 0.900 55.145
11.400 12.600 0.900 55.548
11.400 12.900 0.900 56.852
10.100 10.200 0.100 57.851
11.300 12.800 0.600 60.311
11.300 12.900 0.600 63.094
11.400 12.200 1.000 63.798
11.300 12.700 0.600 65.732
11.400 11.900 1.000 67.404
11.300 13.000 0.600 70.195
11.400 12.100 0.900 90.384
