10.100 10.200 0.100 19.805 1.668
10.300 10.500 0.100 20.701 1.901
10.400 10.700 0.100 22.608 1.862
10.500 10.600 0.300 18.519 1.623
10.500 10.900 0.100 23.695 1.837
10.500 11.000 0.100 25.728 1.897
10.600 10.700 0.400 21.561 1.631
10.600 10.800 0.200 23.550 1.762
10.600 11.200 0.100 24.018 1.852
10.600 11.300 0.100 25.953 1.660
10.600 11.400 0.100 24.227 1.806
10.600 11.500 0.100 24.867 1.731
10.600 11.600 0.100 25.902 1.685
10.600 11.700 0.100 26.395 1.789
10.700 10.800 0.500 22.531 1.767
10.700 11.000 0.200 24.605 1.728
10.800 10.900 0.600 24.946 1.823
10.800 11.000 0.400 26.625 1.703
10.800 11.200 0.200 27.708 1.857
10.800 11.300 0.200 28.861 1.817
10.800 11.400 0.200 30.874 1.945
10.900 11.000 0.800 29.838 2.739
10.900 11.000 0.900 29.937 2.898
10.900 11.100 0.500 28.388 1.796
10.900 11.300 0.300 28.995 2.101
10.900 11.700 0.200 31.285 2.573
10.900 11.800 0.200 34.494 1.993
10.900 11.900 0.200 32.535 2.037
10.900 12.000 0.200 34.929 1.805
10.900 12.100 0.200 31.826 1.786
10.900 12.200 0.200 32.152 1.836
10.900 12.300 0.200 32.797 2.074
10.900 12.400 0.200 30.617 1.847
10.900 12.500 0.200 32.031 2.535
10.900 12.600 0.200 32.573 2.641
10.900 12.700 0.200 32.436 2.667
10.900 12.800 0.200 31.691 1.800
10.900 12.900 0.200 32.578 1.804
10.900 13.000 0.200 33.418 2.169
11.000 11.100 1.000 26.875 3.320
11.000 11.200 0.600 27.755 2.567
11.000 11.400 0.400 30.648 2.578
11.000 11.600 0.300 29.582 1.809
11.000 11.700 0.300 30.217 1.746
11.000 11.800 0.300 32.101 1.853
11.000 11.900 0.300 33.255 2.011
11.000 12.000 0.300 33.999 1.872
11.100 11.300 0.700 29.927 2.770
11.100 11.300 0.800 29.206 3.128
11.100 11.400 0.600 32.275 2.908
11.100 11.500 0.500 35.031 1.836
11.100 11.700 0.400 33.207 1.917
11.100 11.800 0.400 35.787 1.941
11.100 11.900 0.400 36.433 1.803
11.200 11.400 0.900 31.734 2.375
11.200 11.400 1.000 31.081 1.885
11.200 11.500 0.700 33.357 1.837
11.200 11.500 0.800 32.450 1.975
11.200 11.600 0.600 34.716 1.859
11.200 11.600 0.700 34.487 1.699
11.200 11.700 0.600 35.408 1.687
11.200 11.800 0.500 36.801 1.965
11.200 11.900 0.500 37.876 1.749
11.200 12.000 0.500 39.631 1.866
11.200 12.100 0.500 35.359 1.796
11.200 12.200 0.500 37.799 2.026
11.200 12.300 0.500 38.300 1.686
11.200 12.400 0.500 38.418 1.765
11.200 12.500 0.500 38.724 1.770
11.200 12.600 0.500 37.217 1.673
11.200 12.900 0.500 40.093 1.751
11.300 11.700 0.900 41.842 1.759
11.300 11.800 0.800 37.488 1.711
11.300 11.900 0.700 42.062 1.841
11.300 12.100 0.700 37.574 1.901
11.400 11.900 1.000 38.319 1.912
11.400 12.200 0.900 37.954 1.705
11.400 12.200 1.000 37.380 1.723
11.400 12.500 0.900 38.044 2.231
